name,zip,title,specialties,price
"Sitting By The Well Psychotherapy, LLC",97203.0,"LicensedProfessionalCounselor,MFT,LPC",  Depression   Grief   Anxiety  ,$100-$140
Victoria K Miller,97203.0,"ClinicalSocialWork/Therapist,MSW,LCSW",  Anxiety   Codependency   Depression  ,$100
Lesley Alter,97203.0,"ClinicalSocialWork/Therapist,LCSW",  Depression   RelationshipIssues   Anxiety  ,$150-$175
Brita Fosse,97222.0,"Psychologist,PsyD", ,PayBy:
Ronda Lois Foyt,98660.0,"Counselor,MA,MHC,MFT",,Upto$150
Shawn Salter,97217.0,MSW,  Men'sIssues   Parenting   Stress  ,$60-$135
Ryan Lehotay,97045.0,"LicensedProfessionalCounselor,LPC,CADCII",  TraumaandPTSD   RelationshipIssues   MoodDisorders  ,Upto$120
Stephen Arnold,97217.0,"ClinicalSocialWork/Therapist,MSW,LCSW",  TraumaandPTSD   Men'sIssues   Transgender  ,SlidingScale:Yes
"Tom Fuller, LMFT",97206.0,"Marriage&FamilyTherapist,MFT,(Ca)",  LifeTransitions   Spirituality   RelationshipIssues  ,$100-$150
Robert C Woods,97239.0,"LicensedProfessionalCounselor,LPC",  TraumaandPTSD   Spirituality   Depression  ,$125+
Amanda Holden,97217.0,"LicensedProfessionalCounselor,LPC,CADC-I", ,$110-$150
Carol S Jones,97217.0,"Psychologist,EdD",  Anxiety   Depression   RelationshipIssues  ,PayBy:
Drew Miller LPC,99504.0,"LicensedProfessionalCounselor,MA,LPC",  Anxiety   MoodDisorders   TraumaandPTSD  ,$100-$200
Michele Yurgin,98660.0,"Counselor,LMHC,LPC-Int,NCC",  TraumaandPTSD   RelationshipIssues   ThinkingDisorders  ,$140
Tobias A. Ryan,98660.0,"Psychologist,PsyD",  TraumaandPTSD   Depression   DomesticViolence  ,$60-$120
Jennie McCall Counseling,97232.0,"Pre-LicensedProfessional,LPCi,ATRi",  TraumaandPTSD   LifeTransitions   Anxiety  ,Upto$120
Ruth Tessema,97217.0,"LPCIntern,MEd,NCC",  Anxiety   RacialIdentity   TraumaandPTSD  ,Upto$120
Jessi Huffman,97302.0,"LicensedProfessionalCounselor,MA,LPC",  SelfEsteem   Anxiety   RelationshipIssues  ,$150+
J Workman-Purvine,97203.0,"ClinicalSocialWork/Therapist,LCSW",  Depression   AlcoholUse   LifeTransitions  ,$90
Megan Elizabeth Irwin,97203.0,"ClinicalSocialWorkAssociate,CSWA,MSW",  TraumaandPTSD   Grief   RelationshipIssues  ,$125-$150
Monica A Geretti,97203.0,"LicensedProfessionalCounselor,MA,LPC",  MoodDisorders   LifeTransitions   CopingSkills  ,$100-$130
Sam Mandel,97203.0,"LPCIntern,MA",  Anxiety   Depression   TraumaandPTSD  ,$100-$150
Heather Nordeen,97203.0,"LicensedProfessionalCounselor,LPC,CADCI",  Anxiety   Depression   TraumaandPTSD  ,$100-$125
Mandy Harrison,97213.0,"LicensedProfessionalCounselor,LPC,NCC",  Anxiety   Depression   SelfEsteem  ,$110
Kim Christiansen,97215.0,"LicensedProfessionalCounselor,LPC,CADCIII,NCC",  RelationshipIssues   Addiction   CopingSkills  ,SlidingScale:Yes
Forrest Merrill,97239.0,"Psychologist,PsyD",  Gay   Transgender   RelationshipIssues  ,$100-$275
Laura Placek,97055.0,"LicensedProfessionalCounselor,MS,LPC,CMHC,CADCIII,CMH",  BehavioralIssues   Addiction   CopingSkills  ,$70-$300
"Kyla Cadieux, LCSW Portland Cognitive Therapy",97232.0,"ClinicalSocialWork/Therapist,MSW,LCSW",  TraumaandPTSD   ADHD   Depression  ,$90-$145
Jessica Starr,97205.0,"ClinicalSocialWork/Therapist,LCSW,RYT",  MoodDisorders   EatingDisorders   TraumaandPTSD  ,Upto$125
Shirley L Jones,97124.0,"LicensedProfessionalCounselor,MS,LPC",  Anxiety   Depression   RelationshipIssues  ,$150-$170
Ursina Teuscher,97204.0,PhD,  CareerCounseling   SportsPerformance   Stress  ,$160-$180
Andrea Grace Karpinski,97204.0,"ClinicalSocialWork/Therapist,MSW,LCSW",  ChildorAdolescent   CopingSkills   Stress  ,$110+
Ally Simone,97204.0,"Marriage&FamilyTherapistIntern,MS,MFTI",  Adoption   RelationshipIssues   TraumaandPTSD  ,$80-$160
Brandt Hueser,97204.0,"ClinicalSocialWork/Therapist,LCSW",  RelationshipIssues   Depression   ChildorAdolescent  ,$60-$110
Philip Kolba,97204.0,"Counselor,MA,LMHC,NCC",  TraumaandPTSD   RelationshipIssues   PersonalityDisorders  ,$100-$180
Jenny Kepler,97204.0,"Marriage&FamilyTherapist,MA,MFT",  RelationshipIssues   Stress   Parenting  ,$120-$150
Pam Snyder Lcsw,97204.0,"ClinicalSocialWork/Therapist,LCSW,ACT,BC-TMH",  Women'sIssues   RelationshipIssues   Anxiety  ,$175-$350
Jon Joebgen,97205.0,"ClinicalSocialWork/Therapist,LCSW",  Depression   Anxiety   SelfEsteem  ,$100-$130
Kara Wilde,97209.0,"Counselor,MA,DiplPW",  ChronicPain   RelationshipIssues   LifeCoaching  ,$120
"Sheila Somers, LPC",97222.0,"LicensedProfessionalCounselor,LPC,NCC",  RelationshipIssues   Anxiety   Grief  ,$100-$140
Tirzah Jacob,97212.0,"LicensedProfessionalCounselor,LPC,CADC-I",  RelationshipIssues   ADHD   LifeTransitions  ,$110-$150
Meghan Wright O'Connor,97214.0,"Marriage&FamilyTherapist,MA,MFT",  Codependency   Depression   TraumaandPTSD  ,$150-$170
Tamara Webb,97205.0,"LicensedProfessionalCounselor,MA,LPC,LMHC",  Grief   TraumaandPTSD   Anxiety  ,$140-$180
Karen Stallwood,97210.0,"Psychologist,PsyD",  RelationshipIssues   MoodDisorders   Anxiety  ,$130-$240
Lauren Shechter,97213.0,"ClinicalSocialWork/Therapist,LCSW,SEP",  Anxiety   TraumaandPTSD   Depression  ,$125-$150
Emily Thomas,97205.0,"LPCIntern,MA,NCC",  Depression   Spirituality   Bisexual  ,$105-$145
Sarah Zenith Dykes,97205.0,"LPCIntern,MS",  LifeTransitions   SelfEsteem   Depression  ,$45-$90
Clinical Supervision,97401.0,Marriage&FamilyTherapist,  Anxiety   EmotionalDisturbance   Psychosis  ,Upto$75
Marc Chinard,97222.0,"ClinicalSocialWork/Therapist,LCSW",  Depression   Psychosis   BipolarDisorder  ,$75-$125
"Nichole Aimonetti, LPC",97205.0,"LicensedProfessionalCounselor,LPC",  Anxiety   Obsessive-Compulsive(OCD)   MoodDisorders  ,$150-$190
Ivana Maclay,97205.0,"LicensedProfessionalCounselor,NCC",  RelationshipIssues   Parenting   Depression  ,$100+
Mary Joy,97239.0,"MA,DiplPW,QMHP,CHT",  LifeTransitions   EmotionalDisturbance   RelationshipIssues  ,$50-$80
Liz Barteld,97031.0,"LicensedProfessionalCounselor,LPC",  Anxiety   Depression   Parenting  ,$175+
Tess Krakoff,97232.0,"ClinicalSocialWork/Therapist,LCSW,CADCI", ,$175
Positive Transitions Counseling,98684.0,"LicensedProfessionalCounselor,MA,LPC,LMHC",  Depression   Anxiety   TraumaandPTSD  ,$75-$150
Crystal Lorenzo,97211.0,"LicensedProfessionalCounselor,MA,QMHP",  TraumaandPTSD   ChildorAdolescent   Obsessive-Compulsive(OCD)  ,$100-$150
Immigration Evaluation & Expert Witness,97211.0,"ClinicalSocialWork/Therapist,MSSW,LCSW",  TraumaandPTSD   Women'sIssues   RelationshipIssues  ,PayBy:
"Pacific Premier Group, PC",97239.0,MD, ,PayBy:
Portland Therapy Center,97204.0,"ClinicalSocialWork/Therapist,LCSW",  Depression   Anxiety   ChildorAdolescent  ,$100-$150
Neurodiversity Therapy LLC,97204.0,"LPCIntern,MS,LPCI,CRC",  Anxiety   Stress   LifeTransitions  ,$100+
Annika Jakes,97204.0,"ClinicalSocialWork/Therapist,MSW,LICSW,LSCW",  Depression   Anxiety   RelationshipIssues  ,SlidingScale:Yes
Colleen Odell MS LPC,97205.0,"LicensedProfessionalCounselor,MS,LPC",  RelationshipIssues   Depression   Grief  ,$100-$150
Sare Rane,98660.0,"ClinicalSocialWork/Therapist,LICSW,LCSW",  Anxiety   LifeTransitions   TraumaandPTSD  ,$130
Alchemy Mental Wellness,97222.0,"ClinicalSocialWork/Therapist,LCSW,MSW,DDiv",  TraumaandPTSD   Women'sIssues   RacialIdentity  ,$135-$165
Margaret A King,97232.0,"LicensedProfessionalCounselor,MA,NCC,LPC",  TraumaandPTSD   Stress   Transgender  ,$85-$125
Melisa Alvarez,97204.0,"LicensedProfessionalCounselor,L,P,C",  Anxiety   Depression   PeerRelationships  ,$175-$220
"Daniel Parker, PhD",97205.0,"Psychologist,PhD",  TraumaandPTSD   Grief   Anxiety  ,$135-$150
Katharine M. Doel,97205.0,"ClinicalSocialWork/Therapist,MSW,LCSW",  RelationshipIssues   Depression   Anxiety  ,$150
Kimberly Noall,97205.0,"LPCIntern,MS,MFT",  Anxiety   RelationshipIssues   LifeTransitions  ,Upto$80
Anne W Muller,97205.0,"ClinicalSocialWork/Therapist,LCSW",  Depression   Anxiety   ChronicIllness  ,$130-$150
Jacqueline Potter,97205.0,"Pre-LicensedProfessional,MSW,CSWA",  TraumaandPTSD   SexualAbuse   Anxiety  ,Upto$100
Dean Williams,97205.0,"LicensedProfessionalCounselor,LMFT,LPC",  CareerCounseling   CopingSkills   Grief  ,$150
Portland Psychological Assessment,97205.0,"Psychologist,PsyD",  ADHD   LearningDisabilities   Autism  ,$250+
Atma Counseling,97205.0,"LicensedProfessionalCounselor,LPC",  Anxiety   Depression   Men'sIssues  ,$120-$140
Kate Parker-Shames,97205.0,"LicensedProfessionalCounselor,MS,LPC,LMFT-I","  Pregnancy,Prenatal,Postpartum   ChildorAdolescent   FamilyConflict  ",Upto$115
Aaron L Good,97205.0,"LicensedProfessionalCounselor,MS,CRC,LPC,CCC",  CareerCounseling   LifeTransitions   Stress  ,$80-$150
Neil Panchmatia,97205.0,"LPCIntern,MS,LPC-I,NCC",  Anxiety   TraumaandPTSD   EatingDisorders  ,$60-$120
"Donald D. Cohen, Ph.D.",97205.0,"Psychologist,MSW,PhD",  RelationshipIssues   TraumaandPTSD   Divorce  ,SlidingScale:Yes
Jessica Tolleson,97205.0,"LicensedProfessionalCounselor,MA,LPC",  DomesticAbuse   DomesticViolence   TraumaandPTSD  ,$120-$175
Susan Stormer,97205.0,"Psychologist,PhD",  EatingDisorders   TraumaandPTSD   MoodDisorders  ,$190-$200
Olivia Norton,97205.0,"ClinicalSocialWork/Therapist,LCSW",  CopingSkills   Anxiety   Depression  ,$90-$160
Anne D. Emmett,97205.0,"ClinicalSocialWork/Therapist,LCSW",  RelationshipIssues   Codependency   LifeTransitions  ,$125-$165
"Wendy Morseth, PsyD",97205.0,"Psychologist,PsyD",  Anxiety   Depression   RelationshipIssues  ,$100-$150
Mark Owens,97205.0,"ClinicalSocialWork/Therapist,LCSW",  Anxiety   Depression   TraumaandPTSD  ,$160
Tiffany Corwin,97205.0,"LicensedProfessionalCounselor,LPC,NCC",  TraumaandPTSD   SexualAbuse   Anxiety  ,$120-$180
Andrew Conner,97205.0,"Marriage&FamilyTherapistIntern,MA",  Depression   Anxiety   TraumaandPTSD  ,$80-$115
Robin Lieberman,97205.0,"ClinicalSocialWork/Therapist,MSW,LCSW",  Anxiety   Divorce   RelationshipIssues  ,$50-$180
Marc Parker,97205.0,"Psychologist,PsyD",  Depression   Grief   FamilyConflict  ,$150+
Evan Egener,97205.0,"LPCIntern,MA",  MoodDisorders   Anxiety   RelationshipIssues  ,$125+
Come As You Are Counseling LLC,97205.0,"LPCIntern,MA,#R6294",  Anxiety   RelationshipIssues   ChildorAdolescent  ,$50-$150
Stephane H. Cohen,97205.0,"LicensedProfessionalCounselor,MA,LPC","  Codependency   Addiction   Stress,Worry,Anxiety,Relationshipissues  ",$70-$90
Björn Bergström,97205.0,"Psychologist,PsyD",  Anxiety   ADHD   RelationshipIssues  ,SlidingScale:Yes
Dica Marie Dietzschold,97205.0,"LPCIntern,MSCP",  SexTherapy   SexualAbuse   TraumaandPTSD  ,$80-$140
Pepita L Payne,97205.0,"Psychologist,PsyD",  RelationshipIssues   FamilyConflict   EmotionalDisturbance  ,PayBy:
Cameron Donley,97205.0,"LPCIntern,MA",  Anxiety   CareerCounseling   RelationshipIssues  ,
Marla Feinberg,97205.0,"Marriage&FamilyTherapist,LMFT",  RelationshipIssues   TraumaandPTSD   Anxiety  ,$175
Catherine E. Sims,97205.0,"LicensedProfessionalCounselor,MS,LPC,BC-TMH",  TraumaandPTSD   RelationshipIssues   MoodDisorders  ,Upto$150
Mark Weinmeister,97205.0,"ClinicalSocialWork/Therapist,MSW,LCSW",  EmotionalDisturbance   Grief   Anxiety  ,$140-$175
Megan A Wuest,97205.0,"PsychologicalAssociate,MS,LPA",  TraumaandPTSD   MoodDisorders   Spirituality  ,$150-$250
Heidi Brockman-Astrue,97205.0,"Counselor,LPC,LMHC,MAC",  RelationshipIssues   Addiction   TraumaandPTSD  ,$125-$165
Dr. Chandra Mundon,97205.0,"Psychologist,PsyD",  Depression   Transgender   SubstanceUse  ,AcceptedInsurancePlans
Gemma Paula Baumer,97205.0,"LPCIntern,MA",  TraumaandPTSD   Anxiety   RelationshipIssues  ,$85-$120
Interbeing Psychotherapy,97205.0,"LicensedProfessionalCounselor,LPC",  Anxiety   TraumaandPTSD   LifeTransitions  ,$70-$120
Ruth Diaz,97205.0,"LicensedProfessionalCounselor,LPC,PsyD",  Grief   ChronicIllness   Depression  ,$130-$190
Tiffany McCleary,97205.0,"Psychologist,PsyD",  TraumaandPTSD   Anxiety   Depression  ,SlidingScale:Yes
Bari Michele Langbaum,97205.0,"ArtTherapist,ATR-BC,LPC",  Women'sIssues   LifeTransitions   PeerRelationships  ,$120-$170
Jennifer Gray,97205.0,"LPCIntern,MS,NCC",  RelationshipIssues   SelfEsteem   FamilyConflict  ,$175
Valentia Heart Counseling,97205.0,"LicensedProfessionalCounselor,MA,LPC,LMFT",  Anxiety   RelationshipIssues   Codependency  ,$160-$180
Laura Marie Separa,97205.0,"LicensedProfessionalCounselor,MA,LPC,MFT",  RelationshipIssues   Grief   LifeTransitions  ,$120-$160
Gail Jean Nicholson,97205.0,"LicensedProfessionalCounselor,MA,LPC",  CareerCounseling   RelationshipIssues   Spirituality  ,$100+
Laney Kibel,97205.0,"ClinicalSocialWork/Therapist,LCSW",  Depression   Anxiety   Lesbian  ,$150-$175
Alexandra Saperstein,97205.0,"LicensedProfessionalCounselor,LPC,LMFT,LLC",  RelationshipIssues   MaritalandPremarital   LifeCoaching  ,$40-$285
Carrie Atikune,97205.0,"Psychologist,PsyD",  MoodDisorders   Anxiety   RelationshipIssues  ,SlidingScale:Yes
Alison Rose,97205.0,"LicensedProfessionalCounselor,LPC",  Depression   Anxiety   Addiction  ,$125-$175
Jennie Hayes,97205.0,"LicensedProfessionalCounselor,MS,NCC,LPC,Intern",  RelationshipIssues   LifeTransitions   Grief  ,$80-$100
Pacific Psychology & Comprehensive Health Clinic,97205.0,,  Depression   Anxiety   LearningDisabilities  ,SlidingScale:Yes
Counseling with Kyan,97205.0,"LPCIntern,MA",  Anxiety   Depression   Infertility  ,$140+
Kathryn Hartnett Boruff,97205.0,"LicensedProfessionalCounselor,MA,LPC",  RelationshipIssues   Depression   Anxiety  ,$90-$150
Micah Freeman,97205.0,"Counselor,MS,MAT,NCC",  Depression   Anxiety   MoodDisorders  ,$100-$120
Janz Consulting,97205.0,"LicensedProfessionalCounselor,LPC,CADC1",  Depression   TraumaandPTSD   AngerManagement  ,$90-$150
Guy Burstein,97205.0,"ClinicalSocialWork/Therapist,LCSW",  RelationshipIssues   Depression   Anxiety  ,$150-$175
Peter Crabtree,97205.0,"Psychologist,PsyD",  TraumaandPTSD   SelfEsteem   RelationshipIssues  ,PayBy:
Mended with Gold Counseling,97205.0,"ClinicalSocialWork/Therapist,LCSW,CADCI",  ChronicPain   Addiction   Anxiety  ,$125-$175
Kim E Lucey,97205.0,"ClinicalSocialWork/Therapist,LCSW",  TraumaandPTSD   Anxiety   MoodDisorders  ,$90-$120
Natalia Tommasi,97205.0,"LicensedProfessionalCounselor,MA,LPC,LMHC",  Anxiety   Depression   RelationshipIssues  ,$100-$225
Alix Land,97205.0,ClinicalSocialWork/Therapist,  RelationshipIssues   Depression   Anxiety  ,$110+
Portia L Sipes,97205.0,"LicensedProfessionalCounselor,LPC,MAC,CADCIII",  SexTherapy   SubstanceUse   Anxiety  ,$150-$180
Tracy Bryce Farmer LCSW PC,97205.0,ClinicalSocialWork/Therapist,  Depression   Anxiety   SubstanceUse  ,$110-$150
Joey Ellen O'Connell,97205.0,"LicensedProfessionalCounselor,LPC,MFT",  FamilyConflict   ChildorAdolescent   RelationshipIssues  ,$160+
Julie Hassler,97205.0,"LicensedProfessionalCounselor,MA,LPC,LPCC,LMHC",  RelationshipIssues   MaritalandPremarital   TraumaandPTSD  ,$140-$280
Jill Davidson,97205.0,"Psychologist,PsyD",  Anxiety   TraumaandPTSD   TestingandEvaluation  ,PayBy:
Michael Langlois,97205.0,"ClinicalSocialWork/Therapist,LCSW",  VideoGameAddiction   Depression   LearningDisabilities  ,$180-$200
Tracey Hoffman,97205.0,"Psychologist,PsyD",  TestingandEvaluation   Depression   Anxiety  ,$125-$250
Jason Guy Richards,97703.0,"Psychologist,PsyD",  Anxiety   TraumaandPTSD   Obsessive-Compulsive(OCD)  ,$150-$300
Bret E Fuller,97239.0,"Psychologist,PhD",  ADHD   FamilyConflict   Addiction  ,$125-$175
Rachel Raphael,97214.0,"LicensedProfessionalCounselor,MS,LPC,MFT",  RelationshipIssues   Infidelity   Divorce  ,$150-$250
Jerry Deckelbaum,97215.0,"ClinicalSocialWork/Therapist,LCSW,CJA",  LifeTransitions   Spirituality   RelationshipIssues  ,$140
Alana J Duschane,97210.0,"Psychologist,PsyD",  Anxiety   ChildorAdolescent   Addiction  ,$195-$200
Doris Helge Ph D,98671.0,"PhD,MCC,MSSW",  CareerCounseling   Women'sIssues   SelfEsteem  ,$150-$200
Tamara Jesme,97214.0,"Psychologist,PsyD",  RelationshipIssues   EatingDisorders   Depression  ,SlidingScale:Yes
Heather Vliet,97124.0,"LicensedProfessionalCounselor,MA,LPC",  ChildorAdolescent   Parenting   RelationshipIssues  ,$100-$200
Molly Merritt,98661.0,"Counselor,LMHC,LPC",  Anxiety   Depression   RelationshipIssues  ,AcceptedInsurancePlans
Sharon O'Brien,97209.0,"LicensedProfessionalCounselor,LPC",  Anxiety   Depression   RelationshipIssues  ,$90-$140
Siri Smithback,97210.0,"LicensedProfessionalCounselor,MA,LPC",  Anxiety   Stress   EatingDisorders  ,$140+
Jay Hopkins,97214.0,"LicensedProfessionalCounselor,MA,LPC",  Gay   Men'sIssues   Stress  ,$100-$130
Lee M. Faver,98663.0,"Psychologist,PhD,ABPP",  RelationshipIssues   SexualAbuse   Depression  ,$150-$220
Sabrina Ullmann Mathews,97229.0,"ClinicalSocialWork/Therapist,LCSW", ,$130-$160
Michal D. Drabanski,97239.0,"LicensedProfessionalCounselor,MA,MS,LPC",  Depression   Anxiety   RelationshipIssues  ,$125-$150
Katharine Frothingham,97293.0,"LPCIntern,MA",  LifeTransitions   Spirituality   Women'sIssues  ,$145
Life Discovery Counseling Services,,"LicensedProfessionalCounselor,MA",  Anxiety   RelationshipIssues   Spirituality  ,$30-$125
Kimberly Swanson,97701.0,"Psychologist,PhD,MS",  Depression   ChronicPain   ChronicIllness  ,$150-$300
Cante Nakanishi,97214.0,"Marriage&FamilyTherapist,MS,LMFT",  MaritalandPremarital   RelationshipIssues   FamilyConflict  ,$75-$160
Sahar (Stella) Jones,97266.0,"Marriage&FamilyTherapistIntern,QMHP,LMFT-i",  RelationshipIssues   TraumaandPTSD   Addiction  ,$40-$150
Relationship Gardening,97209.0,"LicensedProfessionalCounselor,MS,LMFT,LPC",  RelationshipIssues   Transgender   Infidelity  ,$160-$240
Konrad von Walther Lcsw LLC,97212.0,"ClinicalSocialWork/Therapist,CADC,I,LCSW",  Anxiety   Depression   RelationshipIssues  ,$180-$275
Sarah Finch Page,97306.0,"MDiv,SD",  Spirituality   RelationshipIssues   Codependency  ,$50-$60
"Portland Wellness Counseling, LLC",97229.0,"LicensedProfessionalCounselor,MS,NCC,LPC,LMFT,Intern","  MaritalandPremarital   RelationshipIssues   Pregnancy,Prenatal,Postpartum  ",$110-$140
Renee Melton,97205.0,"LicensedProfessionalCounselor,LPC,ATR",  Depression   Anxiety   TraumaandPTSD  ,$100-$185
Aaron W Buchholz - Not Taking New Patients At This Time -,97205.0,"ClinicalSocialWork/Therapist,LCSW",  Anxiety   Depression   RelationshipIssues  ,$125-$170
Sarah A Baird,97205.0,"Psychologist,PsyD",  Depression   Anxiety   RelationshipIssues  ,$160-$250
Sarah Eckstein,97205.0,"Psychologist,PhD",  Anxiety   ADHD   Depression  ,SlidingScale:Yes
Jona Behrer,97205.0,"LicensedProfessionalCounselor,MS,LPC",  TraumaandPTSD   Women'sIssues   Grief  ,$120+
Amy Kennedy,97205.0,"LPCIntern,MS,CRC,RYT-200",  ChronicIllness   Anxiety   Depression  ,$90
Bonnie Berg,97205.0,"ClinicalSocialWork/Therapist,LCSW",  TraumaandPTSD   EmotionalDisturbance   ThinkingDisorders  ,$95-$160
Marissa Cano,97205.0,"LPCIntern,MS,NCC",  TraumaandPTSD   Anxiety   Depression  ,$155+
"Laurel D. Oziel, MSW, LCSW, ACSW",97205.0,"ClinicalSocialWork/Therapist,MSW,LCSW,ACSW",  Anxiety   Depression   TraumaandPTSD  ,SlidingScale:Yes
Lisa A Schimmel,97205.0,"Psychologist,PhD",  RelationshipIssues   LifeTransitions  ,$165-$185
Shoko Y. White,97205.0,"LicensedProfessionalCounselor,MA,LPC,ATR-BC",  TraumaandPTSD   Anxiety   RelationshipIssues  ,$65-$145
Lauren Loos,97205.0,"LicensedProfessionalCounselor,MA,LPC",  TraumaandPTSD   RelationshipIssues   Spirituality  ,$170-$200
Dr. Reece Henrichs-Beck,97205.0,"Psychologist,PhD",  TraumaandPTSD   RelationshipIssues   Transgender  ,$225-$260
Laurie Crandall,97212.0,"Marriage&FamilyTherapist,LMFT,LPC,NBCC",  RelationshipIssues   TraumaandPTSD   FamilyConflict  ,$80-$130
Percy Hawkes,97206.0,"Marriage&FamilyTherapistIntern,MA,MFT",  RelationshipIssues   LifeTransitions   Men'sIssues  ,$80+
Donald Marks,97206.0,"LicensedProfessionalCounselor,LPC",  EatingDisorders   Anxiety   TraumaandPTSD  ,$125-$145
Anna Belle Marin,97206.0,"LicensedProfessionalCounselor,PhD,MA,LPC",  MoodDisorders   TraumaandPTSD   RelationshipIssues  ,$75-$115
Julia Bryson,97206.0,"ClinicalSocialWork/Therapist,LCSW",  TraumaandPTSD   DevelopmentalDisorders   IntellectualDisability  ,$85-$175
Monica Drewer-Tabacchi,97206.0,"LicensedProfessionalCounselor,MA,LPC",  LifeTransitions   Women'sIssues   TraumaandPTSD  ,$125-$175
Amy Beltaine,97206.0,"PastoralCounselor/Therapist,MDiv",  LifeTransitions   Spirituality   Anxiety  ,$75-$120
Jessica Lynne Redmond,97206.0,"Counselor,LPC",  SelfEsteem   Stress   FamilyConflict  ,$100-$125
"Danielle Jediny-Racies, MFT",97206.0,"Marriage&FamilyTherapist,MFT",  Anxiety   Women'sIssues   MoodDisorders  ,$175-$200
Emily B. Ogden,97206.0,"Psychologist,PhD",  TraumaandPTSD   RelationshipIssues   Depression  ,$150-$250
"Danielle Jediny-Racies, MFT",97206.0,"Marriage&FamilyTherapist,MFT",  Anxiety   CareerCounseling   Women'sIssues  ,$175-$200
Miranda York,97206.0,"Marriage&FamilyTherapist,LMFT",  TraumaandPTSD   MoodDisorders   SelfEsteem  ,$150
Lila Derickson,97206.0,"ND,MS",  ADHD   Anxiety   Depression  ,$200-$300
"Family Heart Counseling - Leslie Yeargers, M.A,",97206.0,"Marriage&FamilyTherapistIntern,MA",  Transgender   RelationshipIssues   FamilyConflict  ,$50-$80
Lorin Jonathan Pritts,97206.0,"Marriage&FamilyTherapistIntern,MA",  RelationshipIssues   Transgender   Spirituality  ,$120-$150
"Opal & Sage Art Therapy, Amy Swallow",97206.0,"LicensedProfessionalCounselor,LPC,LCAT,ATR-BC",  Alzheimer's   TraumaticBrainInjury   IntellectualDisability  ,$120-$160
Julianna Guenther,97206.0,"Marriage&FamilyTherapistIntern,MA,LMFT-I", ,$110-$130
Nicole McMullin,97206.0,"Pre-LicensedProfessional,MSW,CSWA",  RelationshipIssues   FamilyConflict   LifeTransitions  ,$60-$80
Christopher M Bartel,97206.0,"Psychologist,PsyD",  Anxiety   Depression   RelationshipIssues  ,$120-$160
Elizabeth Price,97206.0,"Counselor,MA,QMHP",  Asperger'sSyndrome   SexTherapy   Transgender  ,$150-$180
Portland Elder Counseling,97206.0,"ClinicalSocialWork/Therapist,LCSW",  ElderlyPersonsDisorders   Depression   Alzheimer's  ,SlidingScale:Yes
Yael Kievsky,97206.0,"Marriage&FamilyTherapistIntern,MA",  Depression   Anxiety   TraumaandPTSD  ,$90-$120
Melissa Tomecek,97206.0,"LicensedProfessionalCounselor,LPC",  EatingDisorders   RelationshipIssues   Depression  ,$110-$150
James O McNulty,97225.0,"Marriage&FamilyTherapist,PsyD,LMFT",  SubstanceUse   TraumaandPTSD   MaritalandPremarital  ,$80-$120
Andrea Rosemarie Redeau,97213.0,"LicensedProfessionalCounselor,LPC,CADC",  RacialIdentity   RelationshipIssues   SelfEsteem  ,$150-$200
Jane Guyn,97701.0,"PhD,CPSC",  RelationshipIssues   MaritalandPremarital   SexTherapy  ,PayBy:
Samantha Barr,97068.0,"LicensedProfessionalCounselor,MA,LPC,NCC",  EatingDisorders   MoodDisorders  ,
Marilyn Pool,97215.0,"ClinicalSocialWork/Therapist,MSW,LCSW",  Anxiety   Depression   RelationshipIssues  ,$110-$160
David Hanna,97214.0,"LicensedProfessionalCounselor,LPC",  RelationshipIssues   FamilyConflict   Divorce  ,$75-$125
Roberto Olivero,97214.0,"Psychologist,PhD",  Gay   Depression   Men'sIssues  ,$85-$185
Kelly Rees,97219.0,"MBA,PhD",  SexTherapy   RelationshipIssues   Addiction  ,$100-$250
Melissa Fredette,97213.0,"Psychologist,PhD",  Anxiety   RelationshipIssues   LifeTransitions  ,$175-$250
Kent Heyward,97501.0,"Marriage&FamilyTherapist,ACSW,MSW,LMFT,SAP",  Depression   RelationshipIssues   Anxiety  ,$150-$200
Jeff Borchers,97520.0,"LicensedProfessionalCounselor,MS,PhD,LPC",  RelationshipIssues   Anxiety   Depression  ,$90-$200
Olivia Raccuglia,97213.0,"LPCIntern,MA,LPC,Intern",  RelationshipIssues   TraumaandPTSD   SelfEsteem  ,$75+
Mindful Therapy Group,97221.0,"ClinicalSocialWork/Therapist,LCSW,PMHNP,LPC",,AcceptedInsurancePlans
William 'billy' Anderson,98683.0,CIP,  Addiction   DualDiagnosis   DrugAbuse  ,Upto$2500
Raelle Claire Kaia,97214.0,"LicensedProfessionalCounselor,LPC",  Depression   Spirituality   Anxiety  ,$185
Donald Kevin Bonner,97216.0,"ClinicalSocialWork/Therapist,LCSW,LLC",  TraumaandPTSD   Depression   Anxiety  ,$80-$120
Fierce and Fein Wellness,97212.0,"LPCIntern,MA,NCC",  Depression   Anxiety   CopingSkills  ,Upto$100
Max Wilson,97217.0,"Pre-LicensedProfessional,MA,LPC,Intern",  RelationshipIssues   MaritalandPremarital   SelfEsteem  ,$120-$145
Stellate Ganglion Block (SGB) for PTSD in Seattle,98004.0,,  TraumaandPTSD   ChronicPain   SGBforPTSD  ,PayBy:
Oregon Counseling,97266.0,"Psychologist,PhD,LMFT,LPC",  Anxiety   Depression   RelationshipIssues  ,$100-$250
